PROLIFIC_PID,test_order,response
Internet,352,232.0
Internet,686,191.0
Internet,1337,145.0
Internet,703,160.0
Internet,1565,360.0
Internet,1923,230.0
Internet,1721,331.0
Internet,1345,200.0
Internet,1938,193.0
Internet,2154,272.0
Internet,1514,102.0
Internet,2771,220.0
Internet,2323,430.0
Internet,1951,155.0
Internet,2734,140.0
Internet,757,125.0
Internet,2449,380.0
Internet,416,301.0
Internet,395,221.0
Internet,1954,131.0
67cf0197f22f7a9c183a327d,2448,160.0
67cf0197f22f7a9c183a327d,11,183.0
67cf0197f22f7a9c183a327d,88,133.0
67cf0197f22f7a9c183a327d,2846,120.0
67cf0197f22f7a9c183a327d,228,133.0
67cf0197f22f7a9c183a327d,896,156.0
67cf0197f22f7a9c183a327d,2594,145.0
67cf0197f22f7a9c183a327d,2298,116.0
67cf0197f22f7a9c183a327d,502,313.0
67cf0197f22f7a9c183a327d,1939,160.0
67cf0197f22f7a9c183a327d,912,184.0
67cf0197f22f7a9c183a327d,1923,140.0
67cf0197f22f7a9c183a327d,2071,140.0
67cf0197f22f7a9c183a327d,232,181.0
67cf0197f22f7a9c183a327d,617,138.0
67cf0197f22f7a9c183a327d,2044,186.0
67cf0197f22f7a9c183a327d,477,205.0
67cf0197f22f7a9c183a327d,1947,153.0
67cf0197f22f7a9c183a327d,1684,123.0
67cf0197f22f7a9c183a327d,587,135.0
66884713a634c5f082e912a3,1786,504.0
66884713a634c5f082e912a3,1952,546.0
66884713a634c5f082e912a3,1498,421.0
66884713a634c5f082e912a3,1847,429.0
66884713a634c5f082e912a3,1416,553.0
66884713a634c5f082e912a3,624,425.0
66884713a634c5f082e912a3,1632,514.0
66884713a634c5f082e912a3,2568,424.0
66884713a634c5f082e912a3,2591,525.0
66884713a634c5f082e912a3,231,424.0
66884713a634c5f082e912a3,2485,563.0
66884713a634c5f082e912a3,496,480.0
66884713a634c5f082e912a3,878,533.0
66884713a634c5f082e912a3,2036,428.0
66884713a634c5f082e912a3,2731,390.0
66884713a634c5f082e912a3,1166,514.0
66884713a634c5f082e912a3,680,379.0
66884713a634c5f082e912a3,2229,418.0
66884713a634c5f082e912a3,1398,474.0
66884713a634c5f082e912a3,2396,327.0
63d2eec88a81e2462be70762,234,160.0
63d2eec88a81e2462be70762,1564,231.0
63d2eec88a81e2462be70762,2037,140.0
63d2eec88a81e2462be70762,2212,151.0
63d2eec88a81e2462be70762,2564,160.0
63d2eec88a81e2462be70762,2520,156.0
63d2eec88a81e2462be70762,2009,159.0
63d2eec88a81e2462be70762,204,119.0
63d2eec88a81e2462be70762,2866,160.0
63d2eec88a81e2462be70762,2707,129.0
63d2eec88a81e2462be70762,1498,277.0
63d2eec88a81e2462be70762,826,187.0
63d2eec88a81e2462be70762,1952,100.0
63d2eec88a81e2462be70762,430,192.0
63d2eec88a81e2462be70762,944,100.0
63d2eec88a81e2462be70762,798,126.0
63d2eec88a81e2462be70762,1809,159.0
63d2eec88a81e2462be70762,878,146.0
63d2eec88a81e2462be70762,18,170.0
63d2eec88a81e2462be70762,2136,160.0
67dde6a93fd14707f0f58801,2565,186.0
67dde6a93fd14707f0f58801,1136,300.0
67dde6a93fd14707f0f58801,2855,212.0
67dde6a93fd14707f0f58801,1012,178.0
67dde6a93fd14707f0f58801,305,334.0
67dde6a93fd14707f0f58801,209,173.0
67dde6a93fd14707f0f58801,522,207.0
67dde6a93fd14707f0f58801,1721,307.0
67dde6a93fd14707f0f58801,1731,246.0
67dde6a93fd14707f0f58801,2710,423.0
67dde6a93fd14707f0f58801,2897,189.0
67dde6a93fd14707f0f58801,1947,199.0
67dde6a93fd14707f0f58801,792,218.0
67dde6a93fd14707f0f58801,99,236.0
67dde6a93fd14707f0f58801,1853,298.0
67dde6a93fd14707f0f58801,2892,344.0
67dde6a93fd14707f0f58801,1534,281.0
67dde6a93fd14707f0f58801,2097,327.0
67dde6a93fd14707f0f58801,1930,203.0
67dde6a93fd14707f0f58801,2689,154.0
675b473fc50c2d9d8f0afbff,2653,87.0
675b473fc50c2d9d8f0afbff,966,204.0
675b473fc50c2d9d8f0afbff,1160,339.0
675b473fc50c2d9d8f0afbff,2176,136.0
675b473fc50c2d9d8f0afbff,2384,407.0
675b473fc50c2d9d8f0afbff,204,95.0
675b473fc50c2d9d8f0afbff,1514,114.0
675b473fc50c2d9d8f0afbff,809,168.0
675b473fc50c2d9d8f0afbff,1235,145.0
675b473fc50c2d9d8f0afbff,2154,187.0
675b473fc50c2d9d8f0afbff,2906,206.0
675b473fc50c2d9d8f0afbff,2614,167.0
675b473fc50c2d9d8f0afbff,1508,159.0
675b473fc50c2d9d8f0afbff,261,224.0
675b473fc50c2d9d8f0afbff,590,225.0
675b473fc50c2d9d8f0afbff,2108,409.0
675b473fc50c2d9d8f0afbff,1518,137.0
675b473fc50c2d9d8f0afbff,1622,209.0
675b473fc50c2d9d8f0afbff,2413,354.0
675b473fc50c2d9d8f0afbff,305,146.0
5dc483cf74939e34e55c3619,809,94.0
5dc483cf74939e34e55c3619,522,180.0
5dc483cf74939e34e55c3619,1218,124.0
5dc483cf74939e34e55c3619,1226,122.0
5dc483cf74939e34e55c3619,772,110.0
5dc483cf74939e34e55c3619,2357,221.0
5dc483cf74939e34e55c3619,2614,124.0
5dc483cf74939e34e55c3619,778,180.0
5dc483cf74939e34e55c3619,814,80.0
5dc483cf74939e34e55c3619,1859,176.0
5dc483cf74939e34e55c3619,1160,224.0
5dc483cf74939e34e55c3619,2300,134.0
5dc483cf74939e34e55c3619,2780,259.0
5dc483cf74939e34e55c3619,225,122.0
5dc483cf74939e34e55c3619,900,295.0
5dc483cf74939e34e55c3619,694,178.0
5dc483cf74939e34e55c3619,304,134.0
5dc483cf74939e34e55c3619,488,191.0
5dc483cf74939e34e55c3619,1088,170.0
5dc483cf74939e34e55c3619,1926,115.0
67f1519c5d31be4b27c93b8f,1105,561.0
67f1519c5d31be4b27c93b8f,589,540.0
67f1519c5d31be4b27c93b8f,558,595.0
67f1519c5d31be4b27c93b8f,1564,573.0
67f1519c5d31be4b27c93b8f,276,609.0
67f1519c5d31be4b27c93b8f,1947,616.0
67f1519c5d31be4b27c93b8f,1857,595.0
67f1519c5d31be4b27c93b8f,910,608.0
67f1519c5d31be4b27c93b8f,2568,591.0
67f1519c5d31be4b27c93b8f,1356,587.0
67f1519c5d31be4b27c93b8f,300,619.0
67f1519c5d31be4b27c93b8f,731,612.0
67f1519c5d31be4b27c93b8f,1495,590.0
67f1519c5d31be4b27c93b8f,416,590.0
67f1519c5d31be4b27c93b8f,1518,592.0
67f1519c5d31be4b27c93b8f,2604,588.0
67f1519c5d31be4b27c93b8f,2615,618.0
67f1519c5d31be4b27c93b8f,1209,533.0
67f1519c5d31be4b27c93b8f,1606,614.0
67f1519c5d31be4b27c93b8f,2108,625.0
5ef4d8b87faaa00c0dea0c4e,2135,125.0
5ef4d8b87faaa00c0dea0c4e,1190,185.0
5ef4d8b87faaa00c0dea0c4e,2615,120.0
5ef4d8b87faaa00c0dea0c4e,2699,125.0
5ef4d8b87faaa00c0dea0c4e,1777,250.0
5ef4d8b87faaa00c0dea0c4e,2205,145.0
5ef4d8b87faaa00c0dea0c4e,2402,210.0
5ef4d8b87faaa00c0dea0c4e,1978,130.0
5ef4d8b87faaa00c0dea0c4e,2485,120.0
5ef4d8b87faaa00c0dea0c4e,2892,300.0
5ef4d8b87faaa00c0dea0c4e,1403,160.0
5ef4d8b87faaa00c0dea0c4e,1766,320.0
5ef4d8b87faaa00c0dea0c4e,1748,185.0
5ef4d8b87faaa00c0dea0c4e,1560,170.0
5ef4d8b87faaa00c0dea0c4e,1420,250.0
5ef4d8b87faaa00c0dea0c4e,2702,150.0
5ef4d8b87faaa00c0dea0c4e,775,145.0
5ef4d8b87faaa00c0dea0c4e,2928,170.0
5ef4d8b87faaa00c0dea0c4e,1580,190.0
5ef4d8b87faaa00c0dea0c4e,2242,105.0
5a4ff86beedc32000141f232,1832,146.0
5a4ff86beedc32000141f232,1298,108.0
5a4ff86beedc32000141f232,1766,207.0
5a4ff86beedc32000141f232,1211,135.0
5a4ff86beedc32000141f232,2513,221.0
5a4ff86beedc32000141f232,1331,187.0
5a4ff86beedc32000141f232,1886,119.0
5a4ff86beedc32000141f232,2235,191.0
5a4ff86beedc32000141f232,439,269.0
5a4ff86beedc32000141f232,1222,109.0
5a4ff86beedc32000141f232,1039,227.0
5a4ff86beedc32000141f232,221,109.0
5a4ff86beedc32000141f232,2591,144.0
5a4ff86beedc32000141f232,1954,117.0
5a4ff86beedc32000141f232,2330,274.0
5a4ff86beedc32000141f232,2334,310.0
5a4ff86beedc32000141f232,933,148.0
5a4ff86beedc32000141f232,488,201.0
5a4ff86beedc32000141f232,1585,131.0
5a4ff86beedc32000141f232,2838,116.0
67d5d4fbc30550918f98abef,1150,339.0
67d5d4fbc30550918f98abef,606,345.0
67d5d4fbc30550918f98abef,103,436.0
67d5d4fbc30550918f98abef,2090,437.0
67d5d4fbc30550918f98abef,813,377.0
67d5d4fbc30550918f98abef,500,414.0
67d5d4fbc30550918f98abef,1345,376.0
67d5d4fbc30550918f98abef,559,415.0
67d5d4fbc30550918f98abef,1037,406.0
67d5d4fbc30550918f98abef,2906,443.0
67d5d4fbc30550918f98abef,1381,318.0
67d5d4fbc30550918f98abef,2919,391.0
67d5d4fbc30550918f98abef,2097,363.0
67d5d4fbc30550918f98abef,910,360.0
67d5d4fbc30550918f98abef,394,370.0
67d5d4fbc30550918f98abef,1197,356.0
67d5d4fbc30550918f98abef,395,409.0
67d5d4fbc30550918f98abef,1071,353.0
67d5d4fbc30550918f98abef,1709,381.0
67d5d4fbc30550918f98abef,2069,429.0
67e37785a93756341877335c,1398,180.0
67e37785a93756341877335c,2667,190.0
67e37785a93756341877335c,1936,210.0
67e37785a93756341877335c,680,150.0
67e37785a93756341877335c,222,270.0
67e37785a93756341877335c,881,150.0
67e37785a93756341877335c,1160,377.0
67e37785a93756341877335c,1916,100.0
67e37785a93756341877335c,2036,350.0
67e37785a93756341877335c,1044,198.0
67e37785a93756341877335c,1767,294.0
67e37785a93756341877335c,1540,390.0
67e37785a93756341877335c,481,399.0
67e37785a93756341877335c,2847,349.0
67e37785a93756341877335c,1894,497.0
67e37785a93756341877335c,1771,389.0
67e37785a93756341877335c,7,300.0
67e37785a93756341877335c,980,299.0
67e37785a93756341877335c,2478,258.0
67e37785a93756341877335c,488,245.0
5fdfb7d6e1442280fc095a66,415,215.0
5fdfb7d6e1442280fc095a66,302,315.0
5fdfb7d6e1442280fc095a66,1195,122.0
5fdfb7d6e1442280fc095a66,2136,152.0
5fdfb7d6e1442280fc095a66,1942,116.0
5fdfb7d6e1442280fc095a66,645,109.0
5fdfb7d6e1442280fc095a66,2032,325.0
5fdfb7d6e1442280fc095a66,1385,134.0
5fdfb7d6e1442280fc095a66,1967,155.0
5fdfb7d6e1442280fc095a66,251,178.0
5fdfb7d6e1442280fc095a66,229,181.0
5fdfb7d6e1442280fc095a66,2111,205.0
5fdfb7d6e1442280fc095a66,1416,137.0
5fdfb7d6e1442280fc095a66,2431,226.0
5fdfb7d6e1442280fc095a66,2623,84.0
5fdfb7d6e1442280fc095a66,1632,140.0
5fdfb7d6e1442280fc095a66,2719,173.0
5fdfb7d6e1442280fc095a66,416,156.0
5fdfb7d6e1442280fc095a66,158,127.0
5fdfb7d6e1442280fc095a66,1926,96.0
66da38dc1d5b9365584508ca,2006,106.0
66da38dc1d5b9365584508ca,1157,195.0
66da38dc1d5b9365584508ca,2378,180.0
66da38dc1d5b9365584508ca,784,144.0
66da38dc1d5b9365584508ca,152,145.0
66da38dc1d5b9365584508ca,2930,226.0
66da38dc1d5b9365584508ca,2009,163.0
66da38dc1d5b9365584508ca,1292,346.0
66da38dc1d5b9365584508ca,841,188.0
66da38dc1d5b9365584508ca,2888,230.0
66da38dc1d5b9365584508ca,1364,453.0
66da38dc1d5b9365584508ca,2854,173.0
66da38dc1d5b9365584508ca,2166,223.0
66da38dc1d5b9365584508ca,789,179.0
66da38dc1d5b9365584508ca,2298,121.0
66da38dc1d5b9365584508ca,2906,193.0
66da38dc1d5b9365584508ca,1901,127.0
66da38dc1d5b9365584508ca,103,701.0
66da38dc1d5b9365584508ca,2372,410.0
66da38dc1d5b9365584508ca,2879,160.0
647287f051cab7142b9ca9bf,2298,60.0
647287f051cab7142b9ca9bf,2357,350.0
647287f051cab7142b9ca9bf,1012,431.0
647287f051cab7142b9ca9bf,1585,150.0
647287f051cab7142b9ca9bf,200,190.0
647287f051cab7142b9ca9bf,935,120.0
647287f051cab7142b9ca9bf,2388,492.0
647287f051cab7142b9ca9bf,288,88.0
647287f051cab7142b9ca9bf,1490,104.0
647287f051cab7142b9ca9bf,1819,94.0
647287f051cab7142b9ca9bf,2461,156.0
647287f051cab7142b9ca9bf,2852,181.0
647287f051cab7142b9ca9bf,1857,239.0
647287f051cab7142b9ca9bf,2892,249.0
647287f051cab7142b9ca9bf,2344,341.0
647287f051cab7142b9ca9bf,398,126.0
647287f051cab7142b9ca9bf,1760,192.0
647287f051cab7142b9ca9bf,2705,162.0
647287f051cab7142b9ca9bf,1920,167.0
647287f051cab7142b9ca9bf,2018,229.0
6728e421acaa407453b0babc,912,225.0
6728e421acaa407453b0babc,2444,175.0
6728e421acaa407453b0babc,196,225.0
6728e421acaa407453b0babc,2291,170.0
6728e421acaa407453b0babc,2702,160.0
6728e421acaa407453b0babc,2605,168.0
6728e421acaa407453b0babc,1395,200.0
6728e421acaa407453b0babc,2334,119.0
6728e421acaa407453b0babc,162,213.0
6728e421acaa407453b0babc,798,271.0
6728e421acaa407453b0babc,2710,225.0
6728e421acaa407453b0babc,2569,193.0
6728e421acaa407453b0babc,2018,190.0
6728e421acaa407453b0babc,500,156.0
6728e421acaa407453b0babc,1352,217.0
6728e421acaa407453b0babc,1604,190.0
6728e421acaa407453b0babc,2316,221.0
6728e421acaa407453b0babc,522,119.0
6728e421acaa407453b0babc,2105,129.0
6728e421acaa407453b0babc,281,270.0
61705235c277934df17055e6,76,125.0
61705235c277934df17055e6,1216,222.0
61705235c277934df17055e6,73,330.0
61705235c277934df17055e6,416,238.0
61705235c277934df17055e6,1922,190.0
61705235c277934df17055e6,276,120.0
61705235c277934df17055e6,57,304.0
61705235c277934df17055e6,2407,264.0
61705235c277934df17055e6,2450,351.0
61705235c277934df17055e6,675,171.0
61705235c277934df17055e6,95,322.0
61705235c277934df17055e6,2249,121.0
61705235c277934df17055e6,500,360.0
61705235c277934df17055e6,347,357.0
61705235c277934df17055e6,1594,185.0
61705235c277934df17055e6,1684,233.0
61705235c277934df17055e6,2847,201.0
61705235c277934df17055e6,2596,121.0
61705235c277934df17055e6,2788,139.0
61705235c277934df17055e6,2445,374.0
60c8467d9872c0d83f695499,2703,188.0
60c8467d9872c0d83f695499,896,133.0
60c8467d9872c0d83f695499,1334,194.0
60c8467d9872c0d83f695499,2852,220.0
60c8467d9872c0d83f695499,1830,185.0
60c8467d9872c0d83f695499,2235,229.0
60c8467d9872c0d83f695499,2515,263.0
60c8467d9872c0d83f695499,1150,145.0
60c8467d9872c0d83f695499,1883,166.0
60c8467d9872c0d83f695499,7,322.0
60c8467d9872c0d83f695499,251,378.0
60c8467d9872c0d83f695499,2097,429.0
60c8467d9872c0d83f695499,2552,185.0
60c8467d9872c0d83f695499,1409,234.0
60c8467d9872c0d83f695499,2478,252.0
60c8467d9872c0d83f695499,2440,294.0
60c8467d9872c0d83f695499,415,146.0
60c8467d9872c0d83f695499,225,174.0
60c8467d9872c0d83f695499,1457,305.0
60c8467d9872c0d83f695499,2350,280.0
67eb0949aa152a8338e9bed2,1195,217.0
67eb0949aa152a8338e9bed2,1039,180.0
67eb0949aa152a8338e9bed2,2340,422.0
67eb0949aa152a8338e9bed2,55,454.0
67eb0949aa152a8338e9bed2,2681,313.0
67eb0949aa152a8338e9bed2,1454,289.0
67eb0949aa152a8338e9bed2,2287,133.0
67eb0949aa152a8338e9bed2,276,260.0
67eb0949aa152a8338e9bed2,1536,168.0
67eb0949aa152a8338e9bed2,2569,333.0
67eb0949aa152a8338e9bed2,83,207.0
67eb0949aa152a8338e9bed2,1947,197.0
67eb0949aa152a8338e9bed2,511,502.0
67eb0949aa152a8338e9bed2,228,384.0
67eb0949aa152a8338e9bed2,1345,295.0
67eb0949aa152a8338e9bed2,2890,399.0
67eb0949aa152a8338e9bed2,1398,368.0
67eb0949aa152a8338e9bed2,1579,318.0
67eb0949aa152a8338e9bed2,1105,507.0
67eb0949aa152a8338e9bed2,1958,481.0
612146069bb6dfc53b730795,1697,310.0
612146069bb6dfc53b730795,2596,212.0
612146069bb6dfc53b730795,1996,283.0
612146069bb6dfc53b730795,1659,234.0
612146069bb6dfc53b730795,2702,232.0
612146069bb6dfc53b730795,2703,197.0
612146069bb6dfc53b730795,1222,236.0
612146069bb6dfc53b730795,2396,357.0
612146069bb6dfc53b730795,2628,283.0
612146069bb6dfc53b730795,1542,276.0
612146069bb6dfc53b730795,2580,275.0
612146069bb6dfc53b730795,840,321.0
612146069bb6dfc53b730795,368,385.0
612146069bb6dfc53b730795,1398,203.0
612146069bb6dfc53b730795,631,209.0
612146069bb6dfc53b730795,2017,192.0
612146069bb6dfc53b730795,2790,362.0
612146069bb6dfc53b730795,639,253.0
612146069bb6dfc53b730795,1827,179.0
612146069bb6dfc53b730795,2919,147.0
67eed876641475649ed80e2c,2790,110.0
67eed876641475649ed80e2c,5,220.0
67eed876641475649ed80e2c,1653,180.0
67eed876641475649ed80e2c,225,300.0
67eed876641475649ed80e2c,2485,170.0
67eed876641475649ed80e2c,2702,140.0
67eed876641475649ed80e2c,1186,130.0
67eed876641475649ed80e2c,482,180.0
67eed876641475649ed80e2c,1585,200.0
67eed876641475649ed80e2c,1504,170.0
67eed876641475649ed80e2c,2369,201.0
67eed876641475649ed80e2c,2768,160.0
67eed876641475649ed80e2c,2780,200.0
67eed876641475649ed80e2c,166,160.0
67eed876641475649ed80e2c,1288,180.0
67eed876641475649ed80e2c,1777,180.0
67eed876641475649ed80e2c,2276,180.0
67eed876641475649ed80e2c,2205,200.0
67eed876641475649ed80e2c,1827,200.0
67eed876641475649ed80e2c,2699,200.0
665cef46beb2274c6c61662d,1501,135.0
665cef46beb2274c6c61662d,482,195.0
665cef46beb2274c6c61662d,1363,155.0
665cef46beb2274c6c61662d,1614,230.0
665cef46beb2274c6c61662d,701,160.0
665cef46beb2274c6c61662d,1239,145.0
665cef46beb2274c6c61662d,2605,215.0
665cef46beb2274c6c61662d,1160,180.0
665cef46beb2274c6c61662d,2838,160.0
665cef46beb2274c6c61662d,1608,185.0
665cef46beb2274c6c61662d,2037,175.0
665cef46beb2274c6c61662d,221,145.0
665cef46beb2274c6c61662d,1571,185.0
665cef46beb2274c6c61662d,1354,181.0
665cef46beb2274c6c61662d,2595,180.0
665cef46beb2274c6c61662d,2613,180.0
665cef46beb2274c6c61662d,2152,200.0
665cef46beb2274c6c61662d,1726,175.0
665cef46beb2274c6c61662d,1403,190.0
665cef46beb2274c6c61662d,197,185.0
67f0678b6ad0faa2c6c7d559,2588,110.0
67f0678b6ad0faa2c6c7d559,2872,210.0
67f0678b6ad0faa2c6c7d559,2498,185.0
67f0678b6ad0faa2c6c7d559,589,205.0
67f0678b6ad0faa2c6c7d559,2242,165.0
67f0678b6ad0faa2c6c7d559,1777,385.0
67f0678b6ad0faa2c6c7d559,1224,315.0
67f0678b6ad0faa2c6c7d559,587,335.0
67f0678b6ad0faa2c6c7d559,1498,475.0
67f0678b6ad0faa2c6c7d559,2595,185.0
67f0678b6ad0faa2c6c7d559,2275,395.0
67f0678b6ad0faa2c6c7d559,158,270.0
67f0678b6ad0faa2c6c7d559,305,360.0
67f0678b6ad0faa2c6c7d559,41,370.0
67f0678b6ad0faa2c6c7d559,2461,695.0
67f0678b6ad0faa2c6c7d559,856,280.0
67f0678b6ad0faa2c6c7d559,398,175.0
67f0678b6ad0faa2c6c7d559,651,95.0
67f0678b6ad0faa2c6c7d559,397,204.0
67f0678b6ad0faa2c6c7d559,2202,135.0
5ec62902bb44c16b842128f9,2855,207.0
5ec62902bb44c16b842128f9,1886,259.0
5ec62902bb44c16b842128f9,935,129.0
5ec62902bb44c16b842128f9,1488,212.0
5ec62902bb44c16b842128f9,837,106.0
5ec62902bb44c16b842128f9,2120,139.0
5ec62902bb44c16b842128f9,477,203.0
5ec62902bb44c16b842128f9,2790,373.0
5ec62902bb44c16b842128f9,2639,364.0
5ec62902bb44c16b842128f9,1381,324.0
5ec62902bb44c16b842128f9,1907,275.0
5ec62902bb44c16b842128f9,1074,197.0
5ec62902bb44c16b842128f9,2823,187.0
5ec62902bb44c16b842128f9,938,298.0
5ec62902bb44c16b842128f9,204,216.0
5ec62902bb44c16b842128f9,1786,231.0
5ec62902bb44c16b842128f9,636,265.0
5ec62902bb44c16b842128f9,797,190.0
5ec62902bb44c16b842128f9,1510,118.0
5ec62902bb44c16b842128f9,1967,276.0
67b8f459f36ac348b98d6cad,1206,109.0
67b8f459f36ac348b98d6cad,1003,170.0
67b8f459f36ac348b98d6cad,7,230.0
67b8f459f36ac348b98d6cad,2100,382.0
67b8f459f36ac348b98d6cad,2723,105.0
67b8f459f36ac348b98d6cad,2122,199.0
67b8f459f36ac348b98d6cad,429,385.0
67b8f459f36ac348b98d6cad,293,239.0
67b8f459f36ac348b98d6cad,1991,205.0
67b8f459f36ac348b98d6cad,1886,213.0
67b8f459f36ac348b98d6cad,2790,320.0
67b8f459f36ac348b98d6cad,1849,190.0
67b8f459f36ac348b98d6cad,120,185.0
67b8f459f36ac348b98d6cad,2202,205.0
67b8f459f36ac348b98d6cad,2119,80.0
67b8f459f36ac348b98d6cad,138,300.0
67b8f459f36ac348b98d6cad,2037,270.0
67b8f459f36ac348b98d6cad,2226,190.0
67b8f459f36ac348b98d6cad,1656,140.0
67b8f459f36ac348b98d6cad,2852,195.0
67f03b4bd3d0af0d1419fb30,1731,228.0
67f03b4bd3d0af0d1419fb30,2323,383.0
67f03b4bd3d0af0d1419fb30,2275,160.0
67f03b4bd3d0af0d1419fb30,792,233.0
67f03b4bd3d0af0d1419fb30,878,100.0
67f03b4bd3d0af0d1419fb30,481,213.0
67f03b4bd3d0af0d1419fb30,775,89.0
67f03b4bd3d0af0d1419fb30,1366,160.0
67f03b4bd3d0af0d1419fb30,2854,169.0
67f03b4bd3d0af0d1419fb30,220,188.0
67f03b4bd3d0af0d1419fb30,762,160.0
67f03b4bd3d0af0d1419fb30,837,121.0
67f03b4bd3d0af0d1419fb30,1833,245.0
67f03b4bd3d0af0d1419fb30,286,215.0
67f03b4bd3d0af0d1419fb30,2119,197.0
67f03b4bd3d0af0d1419fb30,1743,160.0
67f03b4bd3d0af0d1419fb30,127,193.0
67f03b4bd3d0af0d1419fb30,2543,132.0
67f03b4bd3d0af0d1419fb30,1721,132.0
67f03b4bd3d0af0d1419fb30,1748,207.0
643d681fb11898ee6b771ccf,544,317.0
643d681fb11898ee6b771ccf,1876,159.0
643d681fb11898ee6b771ccf,559,194.0
643d681fb11898ee6b771ccf,189,126.0
643d681fb11898ee6b771ccf,2930,336.0
643d681fb11898ee6b771ccf,1632,134.0
643d681fb11898ee6b771ccf,1072,321.0
643d681fb11898ee6b771ccf,1585,270.0
643d681fb11898ee6b771ccf,548,158.0
643d681fb11898ee6b771ccf,2154,220.0
643d681fb11898ee6b771ccf,2369,123.0
643d681fb11898ee6b771ccf,2277,452.0
643d681fb11898ee6b771ccf,1403,160.0
643d681fb11898ee6b771ccf,1762,328.0
643d681fb11898ee6b771ccf,1536,133.0
643d681fb11898ee6b771ccf,1900,118.0
643d681fb11898ee6b771ccf,2518,205.0
643d681fb11898ee6b771ccf,725,160.0
643d681fb11898ee6b771ccf,2071,128.0
643d681fb11898ee6b771ccf,694,134.0
6657de6005b37ec6f43084a6,564,182.0
6657de6005b37ec6f43084a6,855,143.0
6657de6005b37ec6f43084a6,1118,294.0
6657de6005b37ec6f43084a6,288,107.0
6657de6005b37ec6f43084a6,1309,143.0
6657de6005b37ec6f43084a6,980,160.0
6657de6005b37ec6f43084a6,1127,225.0
6657de6005b37ec6f43084a6,2159,273.0
6657de6005b37ec6f43084a6,2154,142.0
6657de6005b37ec6f43084a6,336,123.0
6657de6005b37ec6f43084a6,2288,190.0
6657de6005b37ec6f43084a6,7,309.0
6657de6005b37ec6f43084a6,536,332.0
6657de6005b37ec6f43084a6,1926,108.0
6657de6005b37ec6f43084a6,2533,221.0
6657de6005b37ec6f43084a6,645,129.0
6657de6005b37ec6f43084a6,2152,256.0
6657de6005b37ec6f43084a6,1894,342.0
6657de6005b37ec6f43084a6,2706,183.0
6657de6005b37ec6f43084a6,2396,447.0
5c3f6515f26c920001bba5d7,1209,223.0
5c3f6515f26c920001bba5d7,2426,176.0
5c3f6515f26c920001bba5d7,2498,150.0
5c3f6515f26c920001bba5d7,1903,134.0
5c3f6515f26c920001bba5d7,2381,215.0
5c3f6515f26c920001bba5d7,2044,203.0
5c3f6515f26c920001bba5d7,676,150.0
5c3f6515f26c920001bba5d7,2229,220.0
5c3f6515f26c920001bba5d7,2205,127.0
5c3f6515f26c920001bba5d7,1044,173.0
5c3f6515f26c920001bba5d7,1886,149.0
5c3f6515f26c920001bba5d7,192,120.0
5c3f6515f26c920001bba5d7,2369,185.0
5c3f6515f26c920001bba5d7,2890,204.0
5c3f6515f26c920001bba5d7,138,180.0
5c3f6515f26c920001bba5d7,365,200.0
5c3f6515f26c920001bba5d7,443,220.0
5c3f6515f26c920001bba5d7,2580,115.0
5c3f6515f26c920001bba5d7,1906,183.0
5c3f6515f26c920001bba5d7,2159,230.0
5e5dba9e3d60470d71dde9ef,383,152.0
5e5dba9e3d60470d71dde9ef,73,194.0
5e5dba9e3d60470d71dde9ef,980,208.0
5e5dba9e3d60470d71dde9ef,1830,122.0
5e5dba9e3d60470d71dde9ef,1295,119.0
5e5dba9e3d60470d71dde9ef,1720,214.0
5e5dba9e3d60470d71dde9ef,1309,253.0
5e5dba9e3d60470d71dde9ef,2180,185.0
5e5dba9e3d60470d71dde9ef,2704,107.0
5e5dba9e3d60470d71dde9ef,679,146.0
5e5dba9e3d60470d71dde9ef,1543,182.0
5e5dba9e3d60470d71dde9ef,2485,205.0
5e5dba9e3d60470d71dde9ef,2010,150.0
5e5dba9e3d60470d71dde9ef,2614,181.0
5e5dba9e3d60470d71dde9ef,2693,268.0
5e5dba9e3d60470d71dde9ef,1684,201.0
5e5dba9e3d60470d71dde9ef,138,170.0
5e5dba9e3d60470d71dde9ef,416,208.0
5e5dba9e3d60470d71dde9ef,725,224.0
5e5dba9e3d60470d71dde9ef,51,192.0
67f0ffbbecd8d95219426a10,2484,301.0
67f0ffbbecd8d95219426a10,1786,211.0
67f0ffbbecd8d95219426a10,2161,148.0
67f0ffbbecd8d95219426a10,2780,198.0
67f0ffbbecd8d95219426a10,1148,144.0
67f0ffbbecd8d95219426a10,2869,200.0
67f0ffbbecd8d95219426a10,2194,107.0
67f0ffbbecd8d95219426a10,2685,293.0
67f0ffbbecd8d95219426a10,1760,133.0
67f0ffbbecd8d95219426a10,55,237.0
67f0ffbbecd8d95219426a10,2305,111.0
67f0ffbbecd8d95219426a10,934,169.0
67f0ffbbecd8d95219426a10,2614,105.0
67f0ffbbecd8d95219426a10,1830,138.0
67f0ffbbecd8d95219426a10,2011,125.0
67f0ffbbecd8d95219426a10,2288,211.0
67f0ffbbecd8d95219426a10,1358,336.0
67f0ffbbecd8d95219426a10,1003,161.0
67f0ffbbecd8d95219426a10,601,113.0
607371afec9eae723cd4b3a1,1157,192.0
607371afec9eae723cd4b3a1,1906,130.0
607371afec9eae723cd4b3a1,922,144.0
